"","Param","Date","Year","Units","Month","Result"
"3760","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.91
"3761","pH",2009-07-22,2009,"pH","Jul",6.74
"3762","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.45
"3763","pH",2009-07-22,2009,"pH","Jul",6.92
"3764","Temperature, water",2009-07-22,2009,"deg C","Jul",15.28
"3765","pH",2009-07-22,2009,"pH","Jul",6.82
"3766","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",6.76
"3767","Temperature, water",2009-07-22,2009,"deg C","Jul",16.7
"3768","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.81
"3769","Temperature, water",2009-07-22,2009,"deg C","Jul",16.13
"3770","pH",2009-07-22,2009,"pH","Jul",7.14
"3771","Temperature, water",2009-07-22,2009,"deg C","Jul",16.2
"3772","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.45
"3773","pH",2009-07-22,2009,"pH","Jul",7.38
"3774","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.11
"3775","Temperature, water",2009-07-22,2009,"deg C","Jul",10.27
"3776","pH",2009-07-22,2009,"pH","Jul",7.19
"3777","Temperature, water",2009-07-22,2009,"deg C","Jul",15.36
"3778","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.88
"3779","pH",2009-07-22,2009,"pH","Jul",6.74
"3780","Temperature, water",2009-07-22,2009,"deg C","Jul",15.19
"3781","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.46
"3782","pH",2009-07-22,2009,"pH","Jul",6.92
"3783","Temperature, water",2009-07-22,2009,"deg C","Jul",16.64
"3784","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",6.76
"3785","pH",2009-07-22,2009,"pH","Jul",6.82
"3786","Temperature, water",2009-07-22,2009,"deg C","Jul",16.04
"3787","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.84
"3788","pH",2009-07-22,2009,"pH","Jul",7.15
"3789","Temperature, water",2009-07-22,2009,"deg C","Jul",16.11
"3790","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.43
"3791","pH",2009-07-22,2009,"pH","Jul",7.38
"3792","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.13
"3793","pH",2009-07-22,2009,"pH","Jul",7.18
"3794","Temperature, water",2009-07-22,2009,"deg C","Jul",10.23
"3795","Temperature, water",2009-07-22,2009,"deg C","Jul",15.33
"3796","pH",2009-07-22,2009,"pH","Jul",6.75
"3797","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.91
"3798","Temperature, water",2009-07-22,2009,"deg C","Jul",15.12
"3799","pH",2009-07-22,2009,"pH","Jul",6.92
"3800","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.49
"3801","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",6.77
"3802","pH",2009-07-22,2009,"pH","Jul",6.81
"3803","Temperature, water",2009-07-22,2009,"deg C","Jul",16.61
"3804","Temperature, water",2009-07-22,2009,"deg C","Jul",15.94
"3805","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.87
"3806","Temperature, water",2009-07-22,2009,"deg C","Jul",16.01
"3807","pH",2009-07-22,2009,"pH","Jul",7.15
"3808","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.45
"3809","pH",2009-07-22,2009,"pH","Jul",7.39
"3810","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.16
"3811","Temperature, water",2009-07-22,2009,"deg C","Jul",10.19
"3812","pH",2009-07-22,2009,"pH","Jul",7.17
"3813","pH",2009-07-22,2009,"pH","Jul",6.76
"3814","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.02
"3815","Temperature, water",2009-07-22,2009,"deg C","Jul",15.31
"3816","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.52
"3817","pH",2009-07-22,2009,"pH","Jul",6.92
"3818","Temperature, water",2009-07-22,2009,"deg C","Jul",15.04
"3819","pH",2009-07-22,2009,"pH","Jul",6.82
"3820","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",6.8
"3821","Temperature, water",2009-07-22,2009,"deg C","Jul",16.54
"3822","Temperature, water",2009-07-22,2009,"deg C","Jul",15.85
"3823","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.89
"3824","pH",2009-07-22,2009,"pH","Jul",7.15
"3825","Temperature, water",2009-07-22,2009,"deg C","Jul",15.92
"3826","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.49
"3827","pH",2009-07-22,2009,"pH","Jul",7.39
"3828","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.15
"3829","Temperature, water",2009-07-22,2009,"deg C","Jul",10.15
"3830","pH",2009-07-22,2009,"pH","Jul",7.17
"3831","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.93
"3832","pH",2009-07-22,2009,"pH","Jul",6.75
"3833","Temperature, water",2009-07-22,2009,"deg C","Jul",15.28
"3834","pH",2009-07-22,2009,"pH","Jul",6.92
"3835","Temperature, water",2009-07-22,2009,"deg C","Jul",14.97
"3836","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.52
"3837","pH",2009-07-22,2009,"pH","Jul",6.83
"3838","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",6.82
"3839","Temperature, water",2009-07-22,2009,"deg C","Jul",16.51
"3840","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.9
"3841","Temperature, water",2009-07-22,2009,"deg C","Jul",15.76
"3842","Temperature, water",2009-07-22,2009,"deg C","Jul",15.83
"3843","pH",2009-07-22,2009,"pH","Jul",7.15
"3844","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.47
"3845","pH",2009-07-22,2009,"pH","Jul",7.38
"3846","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.16
"3847","Temperature, water",2009-07-22,2009,"deg C","Jul",10.11
"3848","pH",2009-07-22,2009,"pH","Jul",7.18
"3849","Temperature, water",2009-07-22,2009,"deg C","Jul",15.26
"3850","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.05
"3851","pH",2009-07-22,2009,"pH","Jul",6.75
"3852","Temperature, water",2009-07-22,2009,"deg C","Jul",14.89
"3853","pH",2009-07-22,2009,"pH","Jul",6.92
"3854","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.53
"3855","pH",2009-07-22,2009,"pH","Jul",6.83
"3856","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",6.84
"3857","Temperature, water",2009-07-22,2009,"deg C","Jul",16.46
"3858","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.94
"3859","Temperature, water",2009-07-22,2009,"deg C","Jul",15.67
"3860","pH",2009-07-22,2009,"pH","Jul",7.15
"3861","Temperature, water",2009-07-22,2009,"deg C","Jul",15.74
"3862","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.47
"3863","pH",2009-07-22,2009,"pH","Jul",7.35
"3864","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.27
"3865","pH",2009-07-22,2009,"pH","Jul",7.18
"3866","Temperature, water",2009-07-22,2009,"deg C","Jul",10.08
"3867","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.93
"3868","pH",2009-07-22,2009,"pH","Jul",6.76
"3869","Temperature, water",2009-07-22,2009,"deg C","Jul",15.25
"3870","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.58
"3871","pH",2009-07-22,2009,"pH","Jul",6.92
"3872","Temperature, water",2009-07-22,2009,"deg C","Jul",14.81
"3873","Temperature, water",2009-07-22,2009,"deg C","Jul",16.41
"3874","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",6.89
"3875","pH",2009-07-22,2009,"pH","Jul",6.83
"3876","Temperature, water",2009-07-22,2009,"deg C","Jul",15.59
"3877","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.96
"3878","pH",2009-07-22,2009,"pH","Jul",7.15
"3879","Temperature, water",2009-07-22,2009,"deg C","Jul",15.67
"3880","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.52
"3881","pH",2009-07-22,2009,"pH","Jul",7.29
"3882","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.28
"3883","pH",2009-07-22,2009,"pH","Jul",7.19
"3884","Temperature, water",2009-07-22,2009,"deg C","Jul",10.04
"3885","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.99
"3886","Temperature, water",2009-07-22,2009,"deg C","Jul",15.24
"3887","pH",2009-07-22,2009,"pH","Jul",6.74
"3888","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.62
"3889","Temperature, water",2009-07-22,2009,"deg C","Jul",14.74
"3890","pH",2009-07-22,2009,"pH","Jul",6.93
"3891","Temperature, water",2009-07-22,2009,"deg C","Jul",16.34
"3892","pH",2009-07-22,2009,"pH","Jul",6.84
"3893","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.01
"3894","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.01
"3895","Temperature, water",2009-07-22,2009,"deg C","Jul",15.52
"3896","Temperature, water",2009-07-22,2009,"deg C","Jul",15.59
"3897","pH",2009-07-22,2009,"pH","Jul",7.16
"3898","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.51
"3899","pH",2009-07-22,2009,"pH","Jul",7.29
"3900","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.32
"3901","Temperature, water",2009-07-22,2009,"deg C","Jul",10.01
"3902","pH",2009-07-22,2009,"pH","Jul",7.19
"3903","pH",2009-07-22,2009,"pH","Jul",6.75
"3904","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.93
"3905","Temperature, water",2009-07-22,2009,"deg C","Jul",15.22
"3906","pH",2009-07-22,2009,"pH","Jul",6.94
"3907","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.67
"3908","Temperature, water",2009-07-22,2009,"deg C","Jul",14.69
"3909","Temperature, water",2009-07-22,2009,"deg C","Jul",16.31
"3910","pH",2009-07-22,2009,"pH","Jul",6.85
"3911","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.12
"3912","Temperature, water",2009-07-22,2009,"deg C","Jul",15.45
"3913","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.12
"3914","pH",2009-07-22,2009,"pH","Jul",7.18
"3915","Temperature, water",2009-07-22,2009,"deg C","Jul",15.53
"3916","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.52
"3917","pH",2009-07-22,2009,"pH","Jul",7.31
"3918","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.38
"3919","Temperature, water",2009-07-22,2009,"deg C","Jul",9.99
"3920","pH",2009-07-22,2009,"pH","Jul",7.2
"3921","pH",2009-07-22,2009,"pH","Jul",6.76
"3922","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.08
"3923","Temperature, water",2009-07-22,2009,"deg C","Jul",15.22
"3924","pH",2009-07-22,2009,"pH","Jul",6.94
"3925","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.7
"3926","Temperature, water",2009-07-22,2009,"deg C","Jul",14.65
"3927","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.24
"3928","pH",2009-07-22,2009,"pH","Jul",6.87
"3929","Temperature, water",2009-07-22,2009,"deg C","Jul",16.29
"3930","Temperature, water",2009-07-22,2009,"deg C","Jul",15.4
"3931","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.2
"3932","pH",2009-07-22,2009,"pH","Jul",7.19
"3933","Temperature, water",2009-07-22,2009,"deg C","Jul",15.47
"3934","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.54
"3935","pH",2009-07-22,2009,"pH","Jul",7.33
"3936","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.5
"3937","pH",2009-07-22,2009,"pH","Jul",7.2
"3938","Temperature, water",2009-07-22,2009,"deg C","Jul",9.96
"3939","pH",2009-07-22,2009,"pH","Jul",6.76
"3940","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.08
"3941","Temperature, water",2009-07-22,2009,"deg C","Jul",15.22
"3942","Temperature, water",2009-07-22,2009,"deg C","Jul",14.6
"3943","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.78
"3944","pH",2009-07-22,2009,"pH","Jul",6.95
"3945","Temperature, water",2009-07-22,2009,"deg C","Jul",16.29
"3946","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.34
"3947","pH",2009-07-22,2009,"pH","Jul",6.88
"3948","Temperature, water",2009-07-22,2009,"deg C","Jul",15.36
"3949","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.29
"3950","pH",2009-07-22,2009,"pH","Jul",7.21
"3951","Temperature, water",2009-07-22,2009,"deg C","Jul",15.43
"3952","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.6
"3953","pH",2009-07-22,2009,"pH","Jul",7.4
"3954","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.59
"3955","pH",2009-07-22,2009,"pH","Jul",7.2
"3956","Temperature, water",2009-07-22,2009,"deg C","Jul",9.94
"3957","Temperature, water",2009-07-22,2009,"deg C","Jul",15.22
"3958","pH",2009-07-22,2009,"pH","Jul",6.77
"3959","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.11
"3960","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.83
"3961","pH",2009-07-22,2009,"pH","Jul",6.97
"3962","Temperature, water",2009-07-22,2009,"deg C","Jul",14.59
"3963","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.45
"3964","pH",2009-07-22,2009,"pH","Jul",6.89
"3965","Temperature, water",2009-07-22,2009,"deg C","Jul",16.29
"3966","Temperature, water",2009-07-22,2009,"deg C","Jul",15.34
"3967","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.42
"3968","pH",2009-07-22,2009,"pH","Jul",7.23
"3969","Temperature, water",2009-07-22,2009,"deg C","Jul",15.41
"3970","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.58
"3971","pH",2009-07-22,2009,"pH","Jul",7.46
"3972","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.66
"3973","Temperature, water",2009-07-22,2009,"deg C","Jul",9.92
"3974","pH",2009-07-22,2009,"pH","Jul",7.22
"3975","Temperature, water",2009-07-22,2009,"deg C","Jul",15.22
"3976","pH",2009-07-22,2009,"pH","Jul",6.78
"3977","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.21
"3978","Temperature, water",2009-07-22,2009,"deg C","Jul",14.58
"3979","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.88
"3980","pH",2009-07-22,2009,"pH","Jul",6.98
"3981","pH",2009-07-22,2009,"pH","Jul",6.9
"3982","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.56
"3983","Temperature, water",2009-07-22,2009,"deg C","Jul",16.29
"3984","Temperature, water",2009-07-22,2009,"deg C","Jul",15.34
"3985","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.51
"3986","Temperature, water",2009-07-22,2009,"deg C","Jul",15.39
"3987","pH",2009-07-22,2009,"pH","Jul",7.26
"3988","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.6
"3989","pH",2009-07-22,2009,"pH","Jul",7.5
"3990","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.77
"3991","Temperature, water",2009-07-22,2009,"deg C","Jul",9.91
"3992","pH",2009-07-22,2009,"pH","Jul",7.21
"3993","pH",2009-07-22,2009,"pH","Jul",6.78
"3994","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.17
"3995","Temperature, water",2009-07-22,2009,"deg C","Jul",15.24
"3996","Temperature, water",2009-07-22,2009,"deg C","Jul",14.61
"3997","pH",2009-07-22,2009,"pH","Jul",6.99
"3998","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.92
"3999","pH",2009-07-22,2009,"pH","Jul",6.91
"4000","Temperature, water",2009-07-22,2009,"deg C","Jul",16.34
"4001","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.67
"4002","Temperature, water",2009-07-22,2009,"deg C","Jul",15.34
"4003","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.61
"4004","Temperature, water",2009-07-22,2009,"deg C","Jul",15.4
"4005","pH",2009-07-22,2009,"pH","Jul",7.29
"4006","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.62
"4007","pH",2009-07-22,2009,"pH","Jul",7.53
"4008","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.92
"4009","Temperature, water",2009-07-22,2009,"deg C","Jul",9.9
"4010","pH",2009-07-22,2009,"pH","Jul",7.21
"4011","pH",2009-07-22,2009,"pH","Jul",6.78
"4012","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.11
"4013","Temperature, water",2009-07-22,2009,"deg C","Jul",15.26
"4014","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.97
"4015","pH",2009-07-22,2009,"pH","Jul",7.01
"4016","Temperature, water",2009-07-22,2009,"deg C","Jul",14.63
"4017","pH",2009-07-22,2009,"pH","Jul",6.92
"4018","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.78
"4019","Temperature, water",2009-07-22,2009,"deg C","Jul",16.39
"4020","Temperature, water",2009-07-22,2009,"deg C","Jul",15.36
"4021","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.74
"4022","pH",2009-07-22,2009,"pH","Jul",7.32
"4023","Temperature, water",2009-07-22,2009,"deg C","Jul",15.42
"4024","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.64
"4025","pH",2009-07-22,2009,"pH","Jul",7.58
"4026","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.95
"4027","Temperature, water",2009-07-22,2009,"deg C","Jul",9.89
"4028","pH",2009-07-22,2009,"pH","Jul",7.21
"4029","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.33
"4030","Temperature, water",2009-07-22,2009,"deg C","Jul",15.33
"4031","pH",2009-07-22,2009,"pH","Jul",6.78
"4032","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.01
"4033","Temperature, water",2009-07-22,2009,"deg C","Jul",14.66
"4034","pH",2009-07-22,2009,"pH","Jul",7.02
"4035","Temperature, water",2009-07-22,2009,"deg C","Jul",16.46
"4036","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.86
"4037","pH",2009-07-22,2009,"pH","Jul",6.93
"4038","Temperature, water",2009-07-22,2009,"deg C","Jul",15.4
"4039","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.79
"4040","Temperature, water",2009-07-22,2009,"deg C","Jul",15.45
"4041","pH",2009-07-22,2009,"pH","Jul",7.35
"4042","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.64
"4043","pH",2009-07-22,2009,"pH","Jul",7.6
"4044","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.1
"4045","Temperature, water",2009-07-22,2009,"deg C","Jul",9.9
"4046","pH",2009-07-22,2009,"pH","Jul",7.23
"4047","Temperature, water",2009-07-22,2009,"deg C","Jul",15.43
"4048","pH",2009-07-22,2009,"pH","Jul",6.8
"4049","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.18
"4050","pH",2009-07-22,2009,"pH","Jul",7.03
"4051","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.02
"4052","Temperature, water",2009-07-22,2009,"deg C","Jul",14.72
"4053","Temperature, water",2009-07-22,2009,"deg C","Jul",16.56
"4054","pH",2009-07-22,2009,"pH","Jul",6.94
"4055","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",7.97
"4056","Temperature, water",2009-07-22,2009,"deg C","Jul",15.46
"4057","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.87
"4058","Temperature, water",2009-07-22,2009,"deg C","Jul",15.51
"4059","pH",2009-07-22,2009,"pH","Jul",7.39
"4060","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.6
"4061","pH",2009-07-22,2009,"pH","Jul",7.64
"4062","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.12
"4063","Temperature, water",2009-07-22,2009,"deg C","Jul",9.91
"4064","pH",2009-07-22,2009,"pH","Jul",7.22
"4065","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.12
"4066","pH",2009-07-22,2009,"pH","Jul",6.81
"4067","Temperature, water",2009-07-22,2009,"deg C","Jul",15.54
"4068","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.05
"4069","Temperature, water",2009-07-22,2009,"deg C","Jul",14.77
"4070","pH",2009-07-22,2009,"pH","Jul",7.04
"4071","Temperature, water",2009-07-22,2009,"deg C","Jul",16.7
"4072","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.03
"4073","pH",2009-07-22,2009,"pH","Jul",6.96
"4074","Temperature, water",2009-07-22,2009,"deg C","Jul",15.54
"4075","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.93
"4076","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.65
"4077","pH",2009-07-22,2009,"pH","Jul",7.66
"4078","Temperature, water",2009-07-22,2009,"deg C","Jul",9.94
"4079","pH",2009-07-22,2009,"pH","Jul",7.24
"4080","Temperature, water",2009-07-22,2009,"deg C","Jul",15.66
"4081","pH",2009-07-22,2009,"pH","Jul",6.82
"4082","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.06
"4083","Temperature, water",2009-07-22,2009,"deg C","Jul",14.87
"4084","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.08
"4085","pH",2009-07-22,2009,"pH","Jul",7.06
"4086","Temperature, water",2009-07-22,2009,"deg C","Jul",16.91
"4087","pH",2009-07-22,2009,"pH","Jul",6.98
"4088","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.09
"4089","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.65
"4090","Temperature, water",2009-07-22,2009,"deg C","Jul",9.96
"4091","pH",2009-07-22,2009,"pH","Jul",7.25
"4092","pH",2009-07-22,2009,"pH","Jul",6.82
"4093","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.19
"4094","Temperature, water",2009-07-22,2009,"deg C","Jul",15.8
"4095","pH",2009-07-22,2009,"pH","Jul",7.07
"4096","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.07
"4097","Temperature, water",2009-07-22,2009,"deg C","Jul",15.02
"4098","pH",2009-07-22,2009,"pH","Jul",7
"4099","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.17
"4100","Temperature, water",2009-07-22,2009,"deg C","Jul",17.2
"4101","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.64
"4102","Temperature, water",2009-07-22,2009,"deg C","Jul",9.99
"4103","pH",2009-07-22,2009,"pH","Jul",7.25
"4104","pH",2009-07-22,2009,"pH","Jul",6.82
"4105","Temperature, water",2009-07-22,2009,"deg C","Jul",15.95
"4106","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.22
"4107","pH",2009-07-22,2009,"pH","Jul",7.03
"4108","Temperature, water",2009-07-22,2009,"deg C","Jul",15.17
"4109","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.11
"4110","Temperature, water",2009-07-22,2009,"deg C","Jul",17.42
"4111","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.23
"4112","pH",2009-07-22,2009,"pH","Jul",7.02
"4113","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.69
"4114","Temperature, water",2009-07-22,2009,"deg C","Jul",10.04
"4115","pH",2009-07-22,2009,"pH","Jul",7.26
"4116","pH",2009-07-22,2009,"pH","Jul",6.83
"4117","Temperature, water",2009-07-22,2009,"deg C","Jul",16.1
"4118","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.15
"4119","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.66
"4120","Temperature, water",2009-07-22,2009,"deg C","Jul",10.12
"4121","pH",2009-07-22,2009,"pH","Jul",7.27
"4122","Temperature, water",2009-07-22,2009,"deg C","Jul",16.28
"4123","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",8.23
"4124","pH",2009-07-22,2009,"pH","Jul",6.83
"4125","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.67
"4126","Temperature, water",2009-07-22,2009,"deg C","Jul",10.22
"4127","pH",2009-07-22,2009,"pH","Jul",7.28
"4128","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.66
"4129","pH",2009-07-22,2009,"pH","Jul",7.29
"4130","Temperature, water",2009-07-22,2009,"deg C","Jul",10.33
"4131","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.66
"4132","Temperature, water",2009-07-22,2009,"deg C","Jul",10.45
"4133","pH",2009-07-22,2009,"pH","Jul",7.31
"4134","Dissolved Oxygen",2009-07-22,2009,"mg/L","Jul",9.64
"4135","pH",2014-07-22,2014,"pH","Jul",7.34
"4136","Temperature, water",2014-07-22,2014,"deg C","Jul",16.46
"4137","Dissolved Oxygen",2014-07-22,2014,"mg/L","Jul",8.73
"4138","pH",2014-07-22,2014,"pH","Jul",7.3
"4139","Temperature, water",2014-07-22,2014,"deg C","Jul",16.36
"4140","Dissolved Oxygen",2014-07-22,2014,"mg/L","Jul",9.48
"4141","pH",2014-07-22,2014,"pH","Jul",7.74
"4142","Temperature, water",2014-07-22,2014,"deg C","Jul",15.98
"4143","Dissolved Oxygen",2014-07-22,2014,"mg/L","Jul",9.5
"4144","pH",2014-07-22,2014,"pH","Jul",8.23
"4145","Temperature, water",2014-07-22,2014,"deg C","Jul",17.13
"4146","Dissolved Oxygen",2014-07-22,2014,"mg/L","Jul",10.24
"4147","pH",2014-07-22,2014,"pH","Jul",8.14
"4148","Temperature, water",2014-07-22,2014,"deg C","Jul",17.53
"4149","Dissolved Oxygen",2014-07-22,2014,"mg/L","Jul",9.91
"4150","pH",2016-07-25,2016,"pH","Jul",7.22
"4151","Temperature, water",2016-07-25,2016,"deg C","Jul",13.2
"4152","Dissolved Oxygen",2016-07-25,2016,"mg/L","Jul",7.91
"4153","pH",2016-07-25,2016,"pH","Jul",7.2
"4154","Temperature, water",2016-07-25,2016,"deg C","Jul",17.3
