"","applied_amount","measurement_unit","applied_date","applied_year","practice_code","practice_name","program","land_use","land_unit_id","land_unit_acres","huc12","affiliate_type","land_unit_has_multiple_instances_of_same_practice_code","land_unit_has_multiple_instances_of_same_practice_code_applied_the_same_year","duplicates_id_yr_code","duplicates_id_yr_code_amt","flagged_for_removal"
"4480",17.2,"Ac",2024-02-12,2024,"528","Prescribed Grazing","EQIP","Range","{8393997C-9F68-4A7A-B042-5029F56AE9F6}",17.2,"170701020305","NRCS","no","no",1,1,0
"4481",1,"No",2023-09-30,2023,"649","Structures for Wildlife","CStwP","Range","{8393997C-9F68-4A7A-B042-5029F56AE9F6}",17.2,"170701020305","NRCS","no","no",1,1,0
"4482",36.8,"Ac",2006-10-30,2007,"327","Conservation Cover","CRP","Associated Ag Land","{841C6B23-DDB9-40A9-9219-DEC884A46CD6}",36.8,"170601070607","NRCS","yes","no",1,1,0
"4483",36.8,"Ac",2011-10-30,2012,"327","Conservation Cover","CRP","Associated Ag Land","{841C6B23-DDB9-40A9-9219-DEC884A46CD6}",36.8,"170601070607","NRCS","yes","no",1,1,0
"4484",36.8,"Ac",2005-10-30,2006,"472","Access Control","CRP","Associated Ag Land","{841C6B23-DDB9-40A9-9219-DEC884A46CD6}",36.8,"170601070607","NRCS","no","no",1,1,0
"4485",36.8,"Ac",2005-10-30,2006,"595","Pest Management Conservation System","CRP","Associated Ag Land","{841C6B23-DDB9-40A9-9219-DEC884A46CD6}",36.8,"170601070607","NRCS","no","no",1,1,0
"4486",36.8,"Ac",2005-10-30,2006,"645","Upland Wildlife Habitat Management","CRP","Associated Ag Land","{841C6B23-DDB9-40A9-9219-DEC884A46CD6}",36.8,"170601070607","NRCS","no","no",1,1,0
"4487",425.1,"Ac",2004-04-08,2004,"327","Conservation Cover","CRP","Crop","{843AC799-8306-463C-ABBA-2797076C386F}",425.1,"170601070703","NRCS","no","no",1,1,0
"4488",4.3,"Ac",2013-10-30,2014,"327","Conservation Cover","CRP","Crop","{8480C2C4-4E75-4575-8EA7-860C395A7791}",4.3,"170701020402","NRCS","yes","no",1,1,0
"4489",4.3,"Ac",2017-02-03,2017,"327","Conservation Cover","CRP","Crop","{8480C2C4-4E75-4575-8EA7-860C395A7791}",4.3,"170701020402","NRCS","yes","no",1,1,0
"4490",4.3,"Ac",2011-10-30,2012,"472","Access Control","CRP","Crop","{8480C2C4-4E75-4575-8EA7-860C395A7791}",4.3,"170701020402","NRCS","no","no",1,1,0
"4491",4.3,"Ac",2013-10-30,2014,"645","Upland Wildlife Habitat Management","CRP","Crop","{8480C2C4-4E75-4575-8EA7-860C395A7791}",4.3,"170701020402","NRCS","no","no",1,1,0
"4492",1.1,"Ac",2010-10-30,2011,"327","Conservation Cover","CRP","Crop","{84ACAF39-888A-4F50-A0FC-3F649A52217E}",1.1,"170701020401","NRCS","yes","no",1,1,0
"4493",1.1,"Ac",2016-10-30,2017,"327","Conservation Cover","CRP","Crop","{84ACAF39-888A-4F50-A0FC-3F649A52217E}",1.1,"170701020401","NRCS","yes","no",1,1,0
"4494",1.1,"Ac",2010-10-30,2011,"472","Access Control","CRP","Crop","{84ACAF39-888A-4F50-A0FC-3F649A52217E}",1.1,"170701020401","NRCS","no","no",1,1,0
"4495",1.1,"Ac",2010-10-30,2011,"645","Upland Wildlife Habitat Management","CRP","Crop","{84ACAF39-888A-4F50-A0FC-3F649A52217E}",1.1,"170701020401","NRCS","no","no",1,1,0
"4496",349.2,"Ac",2013-10-30,2014,"328","Conservation Crop Rotation","CTA-GENRL","Crop","{851A1EF5-47C1-4247-9DEC-03A93C4BE760}",349.2,"170701020403","NRCS","no","no",1,1,0
"4497",349.2,"Ac",2013-10-30,2014,"345","Residue and Tillage Management, Reduced Till","CTA-GENRL","Crop","{851A1EF5-47C1-4247-9DEC-03A93C4BE760}",349.2,"170701020403","NRCS","no","no",1,1,0
"4498",12.7,"Ac",2012-10-22,2013,"327","Conservation Cover","CRP","Crop","{853F672E-E3C2-4385-B957-0E0EB52EE620}",12.7,"170601070805","NRCS","yes","yes",1,1,0
"4499",12.7,"Ac",2012-10-22,2013,"472","Access Control","CRP","Crop","{853F672E-E3C2-4385-B957-0E0EB52EE620}",12.7,"170601070805","NRCS","no","no",1,1,0
"4500",3,"Ac",2012-10-22,2013,"327","Conservation Cover","CRP","Crop","{85427293-B9F5-40FF-B0F7-08636EFF3076}",3,"170601070504","NRCS","yes","yes",1,1,0
"4501",3,"Ac",2012-10-22,2013,"472","Access Control","CRP","Crop","{85427293-B9F5-40FF-B0F7-08636EFF3076}",3,"170601070504","NRCS","no","no",1,1,0
"4502",136.7,"Ac",2008-12-02,2009,"590","Nutrient Management","EQIP","Crop","{85677F2F-ECD6-4C93-BF5A-3715EAF0E39F}",136.7,"170701020601","NRCS","yes","no",1,1,0
"4503",136.7,"Ac",2010-11-01,2011,"590","Nutrient Management","EQIP","Crop","{85677F2F-ECD6-4C93-BF5A-3715EAF0E39F}",136.7,"170701020601","NRCS","yes","no",1,1,0
"4504",136.7,"Ac",2008-12-02,2009,"595","Pest Management Conservation System","EQIP","Crop","{85677F2F-ECD6-4C93-BF5A-3715EAF0E39F}",136.7,"170701020601","NRCS","yes","no",1,1,0
"4505",136.7,"Ac",2010-04-27,2010,"595","Pest Management Conservation System","EQIP","Crop","{85677F2F-ECD6-4C93-BF5A-3715EAF0E39F}",136.7,"170701020601","NRCS","yes","no",1,1,0
"4506",141.2,"Ac",2023-09-28,2023,"345","Residue and Tillage Management, Reduced Till","CTA-GENRL","Crop","{856FB701-9C9B-4CC4-B433-F9B7D1A5D2C6}",141.2,"170601070606","NRCS","no","no",1,1,0
"4507",141.2,"Ac",2023-09-28,2023,"590","Nutrient Management","CTA-GENRL","Crop","{856FB701-9C9B-4CC4-B433-F9B7D1A5D2C6}",141.2,"170601070606","NRCS","no","no",1,1,0
"4508",141.2,"Ac",2021-09-30,2021,"E590B","Reduce risks of nutrient loss to surface water by utilizing precision agriculture technologies","CStwP","Crop","{856FB701-9C9B-4CC4-B433-F9B7D1A5D2C6}",141.2,"170601070606","NRCS","yes","no",1,1,0
"4509",141.2,"Ac",2022-09-30,2022,"E590B","Reduce risks of nutrient loss to surface water by utilizing precision agriculture technologies","CStwP","Crop","{856FB701-9C9B-4CC4-B433-F9B7D1A5D2C6}",141.2,"170601070606","NRCS","yes","no",1,1,0
"4510",141.2,"Ac",2023-09-22,2023,"E590B","Reduce risks of nutrient loss to surface water by utilizing precision agriculture technologies","CStwP","Crop","{856FB701-9C9B-4CC4-B433-F9B7D1A5D2C6}",141.2,"170601070606","NRCS","yes","no",1,1,0
"4511",14.9,"Ac",2012-10-01,2013,"327","Conservation Cover","CRP","Crop","{856FBB07-3A63-42AD-BC85-2CC375EA847D}",14.9,"170601070804","NRCS","yes","yes",1,1,0
"4512",14.9,"Ac",2012-10-01,2013,"472","Access Control","CRP","Crop","{856FBB07-3A63-42AD-BC85-2CC375EA847D}",14.9,"170601070804","NRCS","no","no",1,1,0
"4513",14.9,"Ac",2012-10-01,2013,"645","Upland Wildlife Habitat Management","CRP","Crop","{856FBB07-3A63-42AD-BC85-2CC375EA847D}",14.9,"170601070804","NRCS","no","no",1,1,0
"4514",7.1,"Ac",2017-01-26,2017,"327","Conservation Cover","CRP","Crop","{857203EA-E04D-4B47-9B57-D8145F6B2ED6}",7.1,"170701020307","NRCS","no","no",1,1,0
"4515",7.1,"Ac",2013-10-30,2014,"472","Access Control","CRP","Crop","{857203EA-E04D-4B47-9B57-D8145F6B2ED6}",7.1,"170701020307","NRCS","no","no",1,1,0
"4516",1,"Ac",2022-10-26,2023,"660","Tree-Shrub Pruning","EQIP","Forest","{8579579B-65F5-4445-8ADB-8A4D1BC29FFB}",131.9,"170701020303","Other source","no","no",1,1,0
"4517",48.8,"Ac",2013-09-30,2013,"ANM09","Grazing management to improve wildlife habitat","CStwP","Pasture","{857A3952-0641-41CA-8EA0-16E210540474}",48.8,"170701020303","NRCS","yes","yes",1,1,0
"4518",48.8,"Ac",2014-01-16,2014,"ANM09","Grazing management to improve wildlife habitat","CStwP","Pasture","{857A3952-0641-41CA-8EA0-16E210540474}",48.8,"170701020303","NRCS","yes","no",1,1,0
"4519",48.8,"Ac",2016-05-23,2016,"ANM09","Grazing management to improve wildlife habitat","CStwP","Pasture","{857A3952-0641-41CA-8EA0-16E210540474}",48.8,"170701020303","NRCS","yes","no",1,1,0
"4520",1,"No",2013-09-30,2013,"ANM18","Retrofit watering facility for wildlife escape","CStwP","Pasture","{857A3952-0641-41CA-8EA0-16E210540474}",48.8,"170701020303","NRCS","no","no",1,1,0
"4521",1,"No",2013-09-30,2013,"ENR02","Solar powered electric fence charging systems","CStwP","Pasture","{857A3952-0641-41CA-8EA0-16E210540474}",48.8,"170701020303","NRCS","no","no",1,1,0
"4522",48.8,"Ac",2013-09-30,2013,"ENR05","Locally grown and marketed farm products","CStwP","Pasture","{857A3952-0641-41CA-8EA0-16E210540474}",48.8,"170701020303","NRCS","yes","yes",1,1,0
"4523",48.8,"Ac",2014-01-16,2014,"ENR05","Locally grown and marketed farm products","CStwP","Pasture","{857A3952-0641-41CA-8EA0-16E210540474}",48.8,"170701020303","NRCS","yes","no",1,1,0
"4524",48.8,"Ac",2016-05-23,2016,"ENR05","Locally grown and marketed farm products","CStwP","Pasture","{857A3952-0641-41CA-8EA0-16E210540474}",48.8,"170701020303","NRCS","yes","no",1,1,0
"4525",48.8,"Ac",2013-09-30,2013,"PLT02","Monitor key grazing areas to improve grazing management","CStwP","Pasture","{857A3952-0641-41CA-8EA0-16E210540474}",48.8,"170701020303","NRCS","yes","yes",1,1,0
"4526",48.8,"Ac",2014-01-16,2014,"PLT02","Monitor key grazing areas to improve grazing management","CStwP","Pasture","{857A3952-0641-41CA-8EA0-16E210540474}",48.8,"170701020303","NRCS","yes","no",1,1,0
"4527",48.8,"Ac",2016-05-23,2016,"PLT02","Monitor key grazing areas to improve grazing management","CStwP","Pasture","{857A3952-0641-41CA-8EA0-16E210540474}",48.8,"170701020303","NRCS","yes","no",1,1,0
"4528",48.8,"Ac",2013-09-30,2013,"PLT10","Intensive Management of Rotational Grazing","CStwP","Pasture","{857A3952-0641-41CA-8EA0-16E210540474}",48.8,"170701020303","NRCS","yes","yes",1,1,0
"4529",48.8,"Ac",2014-01-16,2014,"PLT10","Intensive Management of Rotational Grazing","CStwP","Pasture","{857A3952-0641-41CA-8EA0-16E210540474}",48.8,"170701020303","NRCS","yes","no",1,1,0
"4530",48.8,"Ac",2016-05-23,2016,"PLT10","Intensive Management of Rotational Grazing","CStwP","Pasture","{857A3952-0641-41CA-8EA0-16E210540474}",48.8,"170701020303","NRCS","yes","no",1,1,0
"4531",48.8,"Ac",2013-09-30,2013,"WQL03","Rotation of supplement and feeding areas","CStwP","Pasture","{857A3952-0641-41CA-8EA0-16E210540474}",48.8,"170701020303","NRCS","yes","yes",1,1,0
"4532",48.8,"Ac",2014-01-16,2014,"WQL03","Rotation of supplement and feeding areas","CStwP","Pasture","{857A3952-0641-41CA-8EA0-16E210540474}",48.8,"170701020303","NRCS","yes","no",1,1,0
"4533",48.8,"Ac",2016-05-23,2016,"WQL03","Rotation of supplement and feeding areas","CStwP","Pasture","{857A3952-0641-41CA-8EA0-16E210540474}",48.8,"170701020303","NRCS","yes","no",1,1,0
"4534",14.1,"Ac",2017-01-12,2017,"327","Conservation Cover","CRP","Crop","{858E0902-BFBB-47AB-9846-A01FD4E2DCA8}",14.1,"170601070504","NRCS","yes","yes",1,1,0
"4535",14.1,"Ac",2016-10-30,2017,"472","Access Control","CRP","Crop","{858E0902-BFBB-47AB-9846-A01FD4E2DCA8}",14.1,"170601070504","NRCS","no","no",1,1,0
"4536",112.2,"Ac",2010-05-18,2010,"329","Residue and Tillage Management, No Till","CTA-GENRL","Crop","{85BB1022-360B-4902-9AFF-87D8C5F3DA37}",112.2,"170701020307","NRCS","no","no",1,1,0
"4537",1,"Ac",2015-05-06,2015,"327","Conservation Cover","CRP","Crop","{85DEDB23-AECB-4CB3-A83F-59A317317BC0}",1,"170601100102","NRCS","yes","yes",1,1,0
"4538",1,"Ac",2011-10-06,2012,"472","Access Control","CRP","Crop","{85DEDB23-AECB-4CB3-A83F-59A317317BC0}",1,"170601100102","NRCS","no","no",1,1,0
"4539",1,"Ac",2011-10-06,2012,"595","Pest Management Conservation System","CRP","Crop","{85DEDB23-AECB-4CB3-A83F-59A317317BC0}",1,"170601100102","NRCS","no","no",1,1,0
"4540",1,"Ac",2015-05-06,2015,"645","Upland Wildlife Habitat Management","CRP","Crop","{85DEDB23-AECB-4CB3-A83F-59A317317BC0}",1,"170601100102","NRCS","no","no",1,1,0
"4541",158.5,"Ac",2010-09-19,2010,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{85F1434A-3832-4069-A5E6-805CC14F3CBB}",158.5,"170701020503","NRCS","yes","no",1,1,0
"4542",158.5,"Ac",2012-09-21,2012,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{85F1434A-3832-4069-A5E6-805CC14F3CBB}",158.5,"170701020503","NRCS","yes","no",1,1,0
"4543",158.5,"Ac",2013-09-25,2013,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Crop","{85F1434A-3832-4069-A5E6-805CC14F3CBB}",158.5,"170701020503","NRCS","yes","no",1,1,0
"4544",158.5,"Ac",2014-08-26,2014,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Crop","{85F1434A-3832-4069-A5E6-805CC14F3CBB}",158.5,"170701020503","NRCS","yes","no",1,1,0
"4545",158.5,"Ac",2015-09-20,2015,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{85F1434A-3832-4069-A5E6-805CC14F3CBB}",158.5,"170701020503","NRCS","yes","no",1,1,0
"4546",2.1,"Ac",2020-09-01,2020,"345","Residue and Tillage Management, Reduced Till","CTA-GENRL","Crop","{861FA5A6-782B-4FAB-8DBB-7C165E8E719C}",2.1,"170701020308","NRCS","no","no",1,1,0
"4547",2.1,"Ac",2013-09-25,2013,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{861FA5A6-782B-4FAB-8DBB-7C165E8E719C}",2.1,"170701020308","NRCS","yes","no",1,1,0
"4548",2.1,"Ac",2014-08-26,2014,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{861FA5A6-782B-4FAB-8DBB-7C165E8E719C}",2.1,"170701020308","NRCS","yes","no",1,1,0
"4549",2.1,"Ac",2015-10-01,2016,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{861FA5A6-782B-4FAB-8DBB-7C165E8E719C}",2.1,"170701020308","NRCS","yes","yes",1,1,0
"4550",86.2,"Ac",2008-10-30,2009,"327","Conservation Cover","CRP","Crop","{8624534A-67C1-457D-8A4A-A67CC6F75443}",86.2,"170601070703","NRCS","yes","yes",1,1,0
"4551",86.2,"Ac",2013-10-30,2014,"327","Conservation Cover","CRP","Crop","{8624534A-67C1-457D-8A4A-A67CC6F75443}",86.2,"170601070703","NRCS","yes","no",1,1,0
"4552",86.2,"Ac",2008-10-30,2009,"472","Access Control","CRP","Crop","{8624534A-67C1-457D-8A4A-A67CC6F75443}",86.2,"170601070703","NRCS","no","no",1,1,0
"4553",86.2,"Ac",2008-10-30,2009,"645","Upland Wildlife Habitat Management","CRP","Crop","{8624534A-67C1-457D-8A4A-A67CC6F75443}",86.2,"170601070703","NRCS","no","no",1,1,0
"4554",70.3,"Ac",2023-09-01,2023,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Crop","{862D5879-E78C-4CE9-8A1C-590EBB4D2347}",70.3,"170701020501","NRCS","yes","yes",1,1,0
"4555",70.3,"Ac",2023-09-01,2023,"WQL05","Apply nutrients no more than 30 days prior to planned planting date","CStwP","Crop","{862D5879-E78C-4CE9-8A1C-590EBB4D2347}",70.3,"170701020501","NRCS","yes","yes",1,1,0
"4556",70.3,"Ac",2023-09-01,2023,"WQL09","Apply phosphorus fertilizer below soil surface","CStwP","Crop","{862D5879-E78C-4CE9-8A1C-590EBB4D2347}",70.3,"170701020501","NRCS","yes","yes",1,1,0
"4557",70.3,"Ac",2023-09-01,2023,"WQL13","High level Integrated Pest Management to reduce pesticide environmental risk","CStwP","Crop","{862D5879-E78C-4CE9-8A1C-590EBB4D2347}",70.3,"170701020501","NRCS","yes","yes",1,1,0
"4558",210.8,"Ac",2015-05-06,2015,"327","Conservation Cover","CRP","Crop","{86338CD4-A9A5-4B13-970C-AF1D81AFF112}",210.8,"170601100102","NRCS","yes","yes",1,1,0
"4559",210.8,"Ac",2011-10-06,2012,"472","Access Control","CRP","Crop","{86338CD4-A9A5-4B13-970C-AF1D81AFF112}",210.8,"170601100102","NRCS","no","no",1,1,0
"4560",210.8,"Ac",2011-10-06,2012,"595","Pest Management Conservation System","CRP","Crop","{86338CD4-A9A5-4B13-970C-AF1D81AFF112}",210.8,"170601100102","NRCS","no","no",1,1,0
"4561",210.8,"Ac",2015-05-06,2015,"645","Upland Wildlife Habitat Management","CRP","Crop","{86338CD4-A9A5-4B13-970C-AF1D81AFF112}",210.8,"170601100102","NRCS","no","no",1,1,0
"4562",55.4,"Ac",2023-09-15,2023,"345","Residue and Tillage Management, Reduced Till","CTA-GENRL","Crop","{867ED975-DD2A-4023-A26C-A671AFAB350A}",55.4,"170701020401","NRCS","no","no",1,1,0
"4563",55.4,"Ac",2023-09-15,2023,"590","Nutrient Management","CTA-GENRL","Crop","{867ED975-DD2A-4023-A26C-A671AFAB350A}",55.4,"170701020401","NRCS","no","no",1,1,0
"4564",55.4,"Ac",2021-09-30,2021,"E345A","Reduced tillage to reduce soil erosion","CStwP","Crop","{867ED975-DD2A-4023-A26C-A671AFAB350A}",55.4,"170701020401","Other source","yes","no",1,1,0
"4565",55.4,"Ac",2022-09-30,2022,"E345A","Reduced tillage to reduce soil erosion","CStwP","Crop","{867ED975-DD2A-4023-A26C-A671AFAB350A}",55.4,"170701020401","Other source","yes","no",1,1,0
"4566",55.4,"Ac",2023-09-30,2023,"E345A","Reduced tillage to reduce soil erosion","CStwP","Crop","{867ED975-DD2A-4023-A26C-A671AFAB350A}",55.4,"170701020401","Other source","yes","no",1,1,0
"4567",55.4,"Ac",2021-09-30,2021,"E590B","Reduce risks of nutrient loss to surface water by utilizing precision agriculture technologies","CStwP","Crop","{867ED975-DD2A-4023-A26C-A671AFAB350A}",55.4,"170701020401","Other source","yes","no",1,1,0
"4568",55.4,"Ac",2022-09-30,2022,"E590B","Reduce risks of nutrient loss to surface water by utilizing precision agriculture technologies","CStwP","Crop","{867ED975-DD2A-4023-A26C-A671AFAB350A}",55.4,"170701020401","Other source","yes","no",1,1,0
"4569",55.4,"Ac",2023-09-30,2023,"E590B","Reduce risks of nutrient loss to surface water by utilizing precision agriculture technologies","CStwP","Crop","{867ED975-DD2A-4023-A26C-A671AFAB350A}",55.4,"170701020401","Other source","yes","no",1,1,0
"4570",7,"Ac",2017-01-25,2017,"327","Conservation Cover","CTA-GENRL","Crop","{867EEB64-83F0-463F-A62A-9E0D2D88861F}",7,"170701020307","NRCS","yes","yes",1,1,0
"4571",7,"Ac",2016-10-30,2017,"472","Access Control","CTA-GENRL","Crop","{867EEB64-83F0-463F-A62A-9E0D2D88861F}",7,"170701020307","NRCS","yes","yes",1,1,0
"4572",7,"Ac",2016-10-30,2017,"645","Upland Wildlife Habitat Management","CRP","Crop","{867EEB64-83F0-463F-A62A-9E0D2D88861F}",7,"170701020307","NRCS","no","no",1,1,0
"4573",4.5,"Ac",2010-10-30,2011,"327","Conservation Cover","CRP","Crop","{86A49582-2E9A-4D83-837E-7A45B51A917C}",4.5,"170701020401","NRCS","yes","no",1,1,0
"4574",4.5,"Ac",2016-10-30,2017,"327","Conservation Cover","CRP","Crop","{86A49582-2E9A-4D83-837E-7A45B51A917C}",4.5,"170701020401","NRCS","yes","no",1,1,0
"4575",4.5,"Ac",2010-10-30,2011,"472","Access Control","CRP","Crop","{86A49582-2E9A-4D83-837E-7A45B51A917C}",4.5,"170701020401","NRCS","no","no",1,1,0
"4576",4.5,"Ac",2010-10-30,2011,"645","Upland Wildlife Habitat Management","CRP","Crop","{86A49582-2E9A-4D83-837E-7A45B51A917C}",4.5,"170701020401","NRCS","no","no",1,1,0
"4577",0.9,"Ac",2013-10-30,2014,"327","Conservation Cover","CRP","Crop","{86F8BEB0-D9DC-4378-A3C7-C7987A1A168F}",0.9,"170701020402","NRCS","yes","no",1,1,0
"4578",0.9,"Ac",2017-02-03,2017,"327","Conservation Cover","CRP","Crop","{86F8BEB0-D9DC-4378-A3C7-C7987A1A168F}",0.9,"170701020402","NRCS","yes","no",1,1,0
"4579",0.9,"Ac",2011-10-30,2012,"472","Access Control","CRP","Crop","{86F8BEB0-D9DC-4378-A3C7-C7987A1A168F}",0.9,"170701020402","NRCS","no","no",1,1,0
"4580",0.9,"Ac",2013-10-30,2014,"645","Upland Wildlife Habitat Management","CRP","Crop","{86F8BEB0-D9DC-4378-A3C7-C7987A1A168F}",0.9,"170701020402","NRCS","no","no",1,1,0
"4581",6.6,"Ac",2004-07-29,2004,"327","Conservation Cover","CRP","Crop","{87190E0B-A6EC-406B-AE3D-667A92DCE0CA}",6.6,"170701020401","NRCS","yes","yes",1,1,0
"4582",0,"Ac",2004-07-29,2004,"472","Access Control","CRP","Crop","{87190E0B-A6EC-406B-AE3D-667A92DCE0CA}",6.6,"170701020401","NRCS","no","no",1,1,0
"4583",6.6,"Ac",2004-08-18,2004,"595","Pest Management Conservation System","CRP","Crop","{87190E0B-A6EC-406B-AE3D-667A92DCE0CA}",6.6,"170701020401","NRCS","no","no",1,1,0
"4584",0,"Ac",2004-07-29,2004,"645","Upland Wildlife Habitat Management","CRP","Crop","{87190E0B-A6EC-406B-AE3D-667A92DCE0CA}",6.6,"170701020401","NRCS","no","no",1,1,0
"4585",69.4,"Ac",2020-09-01,2020,"345","Residue and Tillage Management, Reduced Till","CTA-GENRL","Crop","{8723E2B3-651C-4424-AC1D-1D37D4DE9ACC}",69.4,"170701020308","NRCS","no","no",1,1,0
"4586",69.4,"Ac",2013-09-25,2013,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{8723E2B3-651C-4424-AC1D-1D37D4DE9ACC}",69.4,"170701020308","NRCS","yes","no",1,1,0
"4587",69.4,"Ac",2014-08-26,2014,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{8723E2B3-651C-4424-AC1D-1D37D4DE9ACC}",69.4,"170701020308","NRCS","yes","no",1,1,0
"4588",69.4,"Ac",2015-10-01,2016,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{8723E2B3-651C-4424-AC1D-1D37D4DE9ACC}",69.4,"170701020308","NRCS","yes","yes",1,1,0
"4589",436.3,"Ac",2010-12-22,2011,"590","Nutrient Management","EQIP","Crop","{87243BF2-480B-4FCA-9C64-9E558C36F7FB}",436.3,"170701020405","NRCS","yes","no",1,1,0
"4590",436.3,"Ac",2012-01-30,2012,"590","Nutrient Management","EQIP","Crop","{87243BF2-480B-4FCA-9C64-9E558C36F7FB}",436.3,"170701020405","NRCS","yes","no",1,1,0
"4591",436.3,"Ac",2012-12-03,2013,"590","Nutrient Management","EQIP","Crop","{87243BF2-480B-4FCA-9C64-9E558C36F7FB}",436.3,"170701020405","NRCS","yes","no",1,1,0
"4592",436.3,"Ac",2010-07-22,2010,"595","Pest Management Conservation System","EQIP","Crop","{87243BF2-480B-4FCA-9C64-9E558C36F7FB}",436.3,"170701020405","NRCS","yes","no",1,1,0
"4593",436.3,"Ac",2012-12-03,2013,"595","Pest Management Conservation System","EQIP","Crop","{87243BF2-480B-4FCA-9C64-9E558C36F7FB}",436.3,"170701020405","NRCS","yes","no",1,1,0
"4594",6.1,"Ac",2023-09-15,2023,"345","Residue and Tillage Management, Reduced Till","CTA-GENRL","Crop","{872954A5-780A-4A37-9F61-BFE1DBE5F77E}",6.1,"170701020401","NRCS","no","no",1,1,0
"4595",6.1,"Ac",2023-09-15,2023,"590","Nutrient Management","CTA-GENRL","Crop","{872954A5-780A-4A37-9F61-BFE1DBE5F77E}",6.1,"170701020401","NRCS","no","no",1,1,0
